Date,Close/Last,Volume,Open,High,Low
02/11/2022,$164.64,13572010,$174.70,$175.48,$163.55
02/10/2022,$174.07,14362160,$179.40,$181.99,$173.45
02/09/2022,$183.95,9666910,$181.40,$184.00,$178.95
02/08/2022,$178.59,10163940,$174.305,$179.2899,$173.98
02/07/2022,$175.09,10376350,$179.665,$180.65,$174.44
02/04/2022,$179.47,15708360,$178.99,$182.41,$176.81
02/03/2022,$179.10,36120200,$180.80,$192.10,$177.29
02/02/2022,$188.20,25646260,$180.94,$188.64,$180.26
02/01/2022,$177.13,9724551,$176.4447,$177.4292,$173.105
01/31/2022,$175.76,11273470,$167.06,$175.95,$165.80
01/28/2022,$166.81,10320820,$162.01,$166.94,$157.38
01/27/2022,$161.20,10743020,$169.31,$171.45,$160.61
01/26/2022,$167.00,10492240,$168.58,$174.55,$163.90
01/25/2022,$165.45,10708460,$166.17,$170.32,$161.20
01/24/2022,$170.07,17531650,$162.18,$170.82,$158.6037
01/21/2022,$164.93,11898690,$166.24,$172.04,$164.57
01/20/2022,$166.50,9468486,$174.53,$174.99,$166.29
01/19/2022,$172.47,10082730,$180.57,$181.2099,$172.27
01/18/2022,$178.86,10483100,$185.87,$186.00,$178.27
01/14/2022,$188.69,9587265,$182.80,$190.09,$182.01
01/13/2022,$183.89,10190900,$188.70,$191.58,$183.285
01/12/2022,$186.42,7317544,$186.60,$189.46,$185.1852
01/11/2022,$185.40,9590950,$179.19,$185.65,$177.22
01/10/2022,$179.68,11159270,$178.27,$180.00,$173.76
01/07/2022,$180.41,7386150,$186.60,$188.3582,$180.12
01/06/2022,$185.95,9117654,$184.52,$188.47,$183.00
01/05/2022,$186.50,17141230,$186.50,$193.58,$184.73
01/04/2022,$187.23,8484173,$187.00,$188.93,$181.01
01/03/2022,$186.21,6004749,$182.91,$186.88,$182.24
12/31/2021,$182.87,4113292,$183.31,$185.145,$182.60
12/30/2021,$182.73,4108415,$185.88,$186.5199,$182.31
12/29/2021,$186.20,5417175,$184.685,$187.39,$184.56
12/28/2021,$184.82,5402761,$186.59,$186.73,$183.49
12/27/2021,$186.33,4867720,$183.21,$186.41,$183.02
12/23/2021,$182.74,4918896,$181.53,$183.71,$181.38
12/22/2021,$181.38,5227183,$179.00,$181.52,$177.63
12/21/2021,$179.58,7702376,$179.38,$180.15,$174.22
12/20/2021,$176.67,6306381,$174.29,$177.08,$173.46
12/17/2021,$176.80,16264960,$175.725,$180.1195,$175.02
12/16/2021,$178.15,14872970,$190.304,$192.68,$176.11
12/15/2021,$189.28,11082020,$183.97,$189.78,$179.98
12/14/2021,$181.98,8542798,$181.20,$183.90,$179.41
12/13/2021,$183.32,16346800,$186.85,$191.30,$183.11
12/10/2021,$183.88,6854798,$185.55,$185.55,$181.15
12/09/2021,$182.26,9398943,$181.77,$187.84,$181.51
12/08/2021,$182.63,4799371,$183.01,$183.72,$180.78
12/07/2021,$183.72,9910069,$179.07,$184.78,$178.50
12/06/2021,$175.45,8577475,$176.88,$176.9802,$172.27
12/03/2021,$176.51,12111800,$178.04,$180.27,$173.71
12/02/2021,$177.03,13101410,$172.09,$177.89,$171.21
12/01/2021,$175.63,10670610,$180.885,$183.15,$175.32
11/30/2021,$180.56,19309180,$183.22,$186.81,$180.34
11/29/2021,$183.74,10440510,$179.48,$184.07,$179.00
11/26/2021,$175.74,7835917,$175.665,$180.25,$175.06
11/24/2021,$180.71,7886158,$179.52,$180.78,$177.33
11/23/2021,$180.94,10698650,$180.34,$181.33,$177.02
11/22/2021,$181.40,16062820,$181.11,$188.77,$180.98
11/19/2021,$185.00,11891470,$184.69,$186.60,$182.30
11/18/2021,$186.32,15542570,$185.24,$188.7221,$182.75
11/17/2021,$183.54,21678880,$180.79,$186.33,$178.63
11/16/2021,$181.81,33338220,$168.11,$183.73,$167.06
11/15/2021,$168.51,12350190,$166.50,$169.94,$165.81
11/12/2021,$164.94,7370988,$165.00,$166.02,$164.33
11/11/2021,$164.42,7624181,$161.80,$165.5649,$161.39
11/10/2021,$159.80,11327140,$165.09,$166.12,$159.03
11/09/2021,$166.74,12353900,$166.51,$169.52,$164.38
11/08/2021,$165.85,14541400,$163.21,$167.71,$161.2775
11/05/2021,$163.03,27226580,$157.075,$168.55,$155.91
11/04/2021,$156.11,48321480,$156.325,$159.58,$153.30
11/03/2021,$138.48,13216020,$135.75,$138.85,$135.04
11/02/2021,$135.23,7321923,$134.55,$135.73,$134.12
11/01/2021,$134.81,6903023,$132.44,$134.87,$132.44
10/29/2021,$133.04,5251108,$132.862,$133.68,$132.45
10/28/2021,$133.69,5016737,$131.99,$133.83,$131.87
10/27/2021,$131.20,5090364,$131.94,$132.36,$130.51
10/26/2021,$131.94,5802241,$132.90,$133.788,$131.066
10/25/2021,$131.93,4876260,$131.82,$133.17,$131.30
10/22/2021,$131.62,5216154,$132.90,$133.69,$131.43
10/21/2021,$133.05,4579172,$132.00,$133.26,$131.40
10/20/2021,$132.16,4804076,$132.50,$133.005,$131.261
10/19/2021,$132.50,7330727,$131.017,$132.80,$130.32
10/18/2021,$130.12,5289973,$129.32,$130.27,$128.2404
10/15/2021,$130.20,7609677,$129.02,$130.4763,$128.68
10/14/2021,$128.66,10639840,$126.16,$129.30,$125.99
10/13/2021,$125.04,12380250,$125.20,$126.3199,$123.52
10/12/2021,$122.95,10531460,$125.38,$125.47,$122.165
10/11/2021,$124.94,6288235,$126.055,$127.23,$124.88
10/08/2021,$126.55,6920524,$128.5912,$128.5912,$126.21
10/07/2021,$127.84,8010556,$129.265,$130.72,$127.59
10/06/2021,$128.06,8513727,$126.55,$128.27,$126.07
10/05/2021,$127.53,9244310,$126.13,$128.77,$125.69
10/04/2021,$126.68,8470312,$128.92,$129.79,$125.92
10/01/2021,$128.71,6863724,$129.80,$130.02,$126.47
09/30/2021,$128.98,6982505,$130.35,$131.08,$128.695
09/29/2021,$129.28,7037221,$130.59,$131.45,$128.89
09/28/2021,$129.90,8851657,$131.75,$132.7399,$129.70
09/27/2021,$133.48,4319466,$132.43,$134.04,$132.02
09/24/2021,$133.88,4554621,$133.11,$134.55,$132.8001
09/23/2021,$133.91,5918870,$133.75,$135.16,$133.22
09/22/2021,$133.01,5163043,$132.59,$133.49,$131.98
09/21/2021,$131.75,6175312,$133.587,$133.91,$131.28
09/20/2021,$132.76,9647058,$131.47,$133.12,$130.61
09/17/2021,$133.60,14550480,$137.81,$138.00,$133.14
09/16/2021,$138.40,6719871,$137.32,$138.96,$137.32
09/15/2021,$138.24,11289100,$140.805,$141.00,$137.52
09/14/2021,$141.14,6442067,$144.47,$144.81,$140.62
09/13/2021,$143.41,4312803,$144.02,$144.73,$142.03
09/10/2021,$142.68,6263271,$143.13,$146.00,$142.54
09/09/2021,$141.58,6190783,$142.47,$143.54,$141.45
09/08/2021,$142.52,5981277,$143.36,$143.62,$141.49
09/07/2021,$143.75,6362270,$144.675,$144.76,$143.12
09/03/2021,$144.63,5506586,$145.12,$145.99,$144.2301
09/02/2021,$145.12,6007588,$146.70,$146.89,$144.51
09/01/2021,$146.45,6451408,$146.84,$148.10,$146.22
08/31/2021,$146.69,7820509,$146.80,$147.53,$144.56
08/30/2021,$145.94,5263612,$145.59,$147.86,$145.555
08/27/2021,$144.85,6274499,$142.20,$144.95,$141.92
08/26/2021,$142.38,6825131,$143.19,$143.76,$141.62
08/25/2021,$143.87,5721635,$144.46,$145.43,$143.465
08/24/2021,$144.46,7066814,$144.59,$145.5925,$143.8433
08/23/2021,$144.14,6936893,$142.653,$144.61,$142.35
08/20/2021,$142.09,6140962,$140.61,$142.26,$140.30
08/19/2021,$140.61,8660978,$140.65,$141.45,$138.96
08/18/2021,$142.18,6546524,$143.84,$144.655,$141.98
08/17/2021,$144.41,7256805,$146.95,$147.00,$143.5701
08/16/2021,$148.13,4410945,$148.40,$149.08,$146.72
08/13/2021,$148.64,5764041,$147.00,$149.31,$146.93
08/12/2021,$147.15,5778056,$147.76,$148.00,$146.39
08/11/2021,$146.68,6215983,$146.06,$146.79,$144.40
08/10/2021,$145.87,4197116,$147.32,$147.50,$142.40
08/09/2021,$146.92,4966607,$146.79,$147.7178,$145.75
08/06/2021,$146.28,5733256,$146.13,$148.23,$145.92
08/05/2021,$146.83,7169204,$147.24,$147.47,$144.5673
08/04/2021,$148.22,5556400,$148.02,$149.20,$147.33
08/03/2021,$147.95,6223384,$148.91,$149.58,$146.56
08/02/2021,$148.86,10823830,$150.00,$152.28,$148.21
07/30/2021,$149.80,8404794,$149.20,$150.41,$148.36
07/29/2021,$150.99,19446920,$146.50,$151.52,$146.41
07/28/2021,$142.44,9303418,$141.27,$142.91,$140.14
07/27/2021,$140.93,7575761,$142.49,$143.00,$138.21
07/26/2021,$143.50,6253904,$143.95,$144.3781,$142.24
07/23/2021,$144.88,6310362,$143.45,$144.99,$142.03
07/22/2021,$142.44,3862571,$142.00,$142.85,$141.50
07/21/2021,$142.17,6162215,$139.65,$142.22,$139.65
07/20/2021,$139.55,6020445,$139.02,$140.42,$137.20
07/19/2021,$138.79,9371342,$138.325,$138.895,$136.81
07/16/2021,$139.71,5914325,$141.87,$142.51,$139.53
07/15/2021,$141.46,6667440,$144.12,$144.14,$140.72
07/14/2021,$143.75,11305730,$143.50,$146.34,$142.50
07/13/2021,$141.18,5657645,$142.44,$142.66,$140.42
07/12/2021,$142.47,6786522,$141.40,$143.02,$141.20
07/09/2021,$141.43,7356808,$137.89,$141.73,$137.81
07/08/2021,$138.29,7501092,$137.72,$138.87,$135.60
07/07/2021,$139.97,5034862,$142.24,$142.36,$139.0612
07/06/2021,$141.19,7095210,$143.00,$143.18,$139.68
07/02/2021,$142.58,5399721,$141.99,$142.68,$141.25
07/01/2021,$140.80,6094085,$142.91,$143.02,$140.35
06/30/2021,$142.93,6449659,$142.35,$143.628,$141.84
06/29/2021,$142.62,6885355,$139.632,$142.95,$139.25
06/28/2021,$139.72,6645474,$138.23,$140.17,$137.98
06/25/2021,$137.65,7949190,$138.45,$139.47,$136.97
06/24/2021,$137.92,7941660,$136.619,$138.51,$136.35
06/23/2021,$135.52,6613763,$134.89,$136.23,$134.81
06/22/2021,$135.08,5976376,$134.22,$135.31,$133.29
06/21/2021,$133.96,6371423,$133.05,$135.10,$132.66
06/18/2021,$133.00,12753570,$134.55,$134.58,$132.24
06/17/2021,$135.35,6618346,$134.31,$136.62,$134.09
06/16/2021,$134.95,7404737,$136.47,$137.05,$133.66
06/15/2021,$135.58,5723574,$137.14,$137.38,$135.23
06/14/2021,$137.31,7912621,$135.195,$137.31,$134.7869
06/11/2021,$134.62,6529894,$133.80,$134.65,$133.65
06/10/2021,$134.22,5522273,$133.05,$135.10,$132.58
06/09/2021,$132.89,6717243,$135.105,$135.35,$132.79
06/08/2021,$134.20,9657889,$134.06,$135.3895,$133.00
06/07/2021,$133.32,5563253,$133.70,$133.77,$132.64
06/04/2021,$134.34,7416675,$132.525,$135.05,$132.20
06/03/2021,$131.78,6643997,$132.65,$133.39,$131.42
06/02/2021,$133.82,6025988,$133.18,$134.73,$132.47
06/01/2021,$133.94,7059614,$135.104,$136.07,$133.53
05/28/2021,$134.54,7044084,$134.154,$135.64,$133.95
05/27/2021,$133.64,7379260,$132.73,$134.64,$132.71
05/26/2021,$133.09,6663325,$133.87,$134.52,$132.22
05/25/2021,$133.75,7271428,$133.54,$134.30,$132.80
05/24/2021,$132.91,8229331,$131.33,$134.00,$131.33
05/21/2021,$131.46,8673957,$132.14,$132.6897,$130.49
05/20/2021,$132.64,9208354,$131.529,$133.28,$131.46
05/19/2021,$130.66,8112930,$127.185,$130.83,$126.45
05/18/2021,$128.91,8651133,$130.64,$131.24,$128.79
05/17/2021,$129.80,5913245,$129.29,$129.83,$127.71
05/14/2021,$130.15,9391122,$128.63,$131.42,$127.81
05/13/2021,$127.11,10635090,$127.12,$128.48,$125.87
05/12/2021,$124.62,13529630,$126.029,$127.13,$123.68
05/11/2021,$128.37,11947960,$125.25,$128.56,$124.77
05/10/2021,$128.94,19537230,$136.02,$136.68,$128.82
05/07/2021,$137.85,6893704,$136.937,$138.69,$136.29
05/06/2021,$136.00,8352536,$134.49,$136.54,$133.095
05/05/2021,$134.65,6285459,$136.08,$136.45,$134.11
05/04/2021,$134.12,11996280,$136.00,$136.00,$132.42
05/03/2021,$137.43,7920307,$139.70,$139.76,$136.87
04/30/2021,$138.80,11374600,$141.07,$142.09,$138.26
04/29/2021,$142.68,20502140,$145.01,$145.2965,$140.67
04/28/2021,$136.57,13118140,$138.17,$138.2731,$135.75
04/27/2021,$138.01,9284499,$138.71,$139.38,$136.98
04/26/2021,$138.96,9715383,$135.33,$139.69,$135.12
04/23/2021,$135.43,7669057,$133.74,$136.1064,$133.535
04/22/2021,$132.97,8345144,$135.37,$135.96,$132.47
04/21/2021,$136.19,7237924,$132.82,$136.365,$132.50
04/20/2021,$133.40,7473703,$134.55,$134.78,$132.79
04/19/2021,$135.25,8728948,$136.90,$137.05,$134.085
04/16/2021,$138.21,6583895,$137.62,$139.005,$136.65
04/15/2021,$137.84,11733240,$136.00,$137.99,$135.57
04/14/2021,$134.75,9967790,$137.08,$137.84,$133.91
04/13/2021,$137.30,9225208,$138.38,$138.77,$135.75
04/12/2021,$137.44,10355530,$138.86,$139.89,$136.05
04/09/2021,$140.57,6033171,$139.904,$140.68,$138.88
04/08/2021,$140.34,7304948,$140.00,$140.37,$138.81
04/07/2021,$139.43,6958516,$138.33,$139.95,$137.40
04/06/2021,$138.06,9099981,$139.85,$140.23,$137.635
04/05/2021,$140.33,12562770,$139.04,$140.50,$138.23
04/01/2021,$137.79,14069560,$134.50,$138.4321,$133.60
03/31/2021,$132.59,8361293,$130.96,$133.52,$130.57
03/30/2021,$130.11,7097298,$130.17,$131.24,$129.065
03/29/2021,$131.27,9750057,$132.54,$133.34,$129.77
03/26/2021,$132.99,11071560,$127.06,$133.35,$127.04
03/25/2021,$127.28,10460760,$126.66,$127.6384,$124.39
03/24/2021,$127.18,10962260,$132.99,$133.06,$127.11
03/23/2021,$132.52,7425650,$134.00,$134.355,$131.4119
03/22/2021,$134.09,9036884,$132.96,$135.55,$132.595
03/19/2021,$131.02,17599880,$129.79,$132.48,$129.17
03/18/2021,$129.75,9587535,$132.44,$133.60,$129.66
03/17/2021,$133.92,10781520,$131.31,$135.60,$129.68
03/16/2021,$133.65,10434700,$132.89,$135.44,$132.293
03/15/2021,$131.64,7810042,$130.06,$131.76,$129.12
03/12/2021,$129.98,9365665,$129.90,$130.33,$127.62
03/11/2021,$131.74,11920180,$131.01,$133.24,$130.01
03/10/2021,$127.87,12492300,$130.67,$131.10,$127.64
03/09/2021,$129.11,13130250,$127.385,$129.92,$126.33
03/08/2021,$123.20,15256060,$129.00,$129.7713,$122.99
03/05/2021,$129.75,13292040,$130.92,$131.166,$125.40
03/04/2021,$127.80,15831070,$132.35,$134.20,$126.58
03/03/2021,$131.66,14862730,$135.60,$136.1801,$131.54
03/02/2021,$137.04,8693234,$140.00,$140.10,$136.77
03/01/2021,$139.49,9428359,$137.50,$139.63,$136.46
02/26/2021,$136.19,11772560,$136.76,$138.15,$134.70
02/25/2021,$135.53,12701090,$139.56,$140.83,$135.02
02/24/2021,$141.10,13146250,$136.40,$141.18,$135.0924
02/23/2021,$137.12,14425300,$136.38,$138.48,$134.44
02/22/2021,$139.46,12763910,$142.25,$144.12,$139.08
02/19/2021,$144.94,10012500,$144.78,$145.85,$143.49
02/18/2021,$143.91,8411408,$143.54,$144.70,$142.96
02/17/2021,$144.75,11950270,$145.825,$146.89,$143.4204
02/16/2021,$147.16,10211880,$149.00,$149.74,$146.06
02/12/2021,$147.98,9155244,$145.57,$151.40,$144.865
02/11/2021,$145.56,11600210,$145.78,$146.57,$143.53
02/10/2021,$145.50,11701310,$147.62,$147.75,$144.37
02/09/2021,$146.11,11681310,$147.55,$148.50,$145.90
02/08/2021,$147.38,12181640,$147.10,$147.60,$145.30
02/05/2021,$145.84,24695400,$148.85,$148.90,$144.62
02/04/2021,$147.97,46141760,$150.18,$151.78,$145.20
02/03/2021,$162.30,14156670,$167.577,$167.58,$161.80
02/02/2021,$164.78,6926487,$164.51,$165.38,$161.30
02/01/2021,$161.58,8265129,$157.37,$162.40,$156.49
01/29/2021,$156.28,9502087,$160.247,$160.635,$154.75
01/28/2021,$155.55,8087365,$156.28,$158.97,$153.11
01/27/2021,$153.67,9854009,$158.49,$160.73,$152.69
01/26/2021,$162.55,6554240,$164.20,$164.65,$160.91
01/25/2021,$164.40,5370818,$164.32,$167.045,$161.73
01/22/2021,$162.42,5062340,$164.00,$164.2744,$161.52
01/21/2021,$164.75,6306238,$165.805,$166.49,$163.34
01/20/2021,$164.60,7943314,$164.72,$167.94,$164.44
01/19/2021,$163.77,8208973,$158.94,$164.10,$158.45
01/15/2021,$157.09,8607363,$160.77,$160.86,$156.88
01/14/2021,$160.85,10102400,$159.397,$163.18,$158.50
01/13/2021,$157.42,5479883,$155.19,$157.9281,$153.65
01/12/2021,$154.45,4385653,$156.64,$156.87,$153.96
01/11/2021,$156.11,5148685,$156.10,$158.13,$154.92
01/08/2021,$156.64,6252391,$157.23,$157.53,$154.54
01/07/2021,$155.70,8482308,$152.33,$156.42,$152.26
01/06/2021,$151.19,7174615,$151.53,$153.87,$149.47
01/05/2021,$152.43,8507227,$148.65,$152.70,$148.50
01/04/2021,$148.50,9826976,$153.01,$155.15,$147.1388
12/31/2020,$152.34,4941702,$150.322,$152.56,$150.10
12/30/2020,$149.95,3965615,$149.12,$151.61,$148.9227
12/29/2020,$148.49,3543794,$148.97,$148.99,$147.03
12/28/2020,$147.74,4576625,$150.62,$151.07,$147.44
12/24/2020,$148.79,2120165,$147.80,$148.90,$147.20
12/23/2020,$146.96,5186736,$147.63,$151.54,$146.87
12/22/2020,$146.34,5753843,$146.611,$147.03,$144.72
12/21/2020,$146.80,7024570,$145.005,$147.36,$144.41
12/18/2020,$147.42,13288320,$150.7947,$150.7947,$146.1238
12/17/2020,$149.53,7039049,$150.865,$151.23,$148.38
12/16/2020,$149.74,6610887,$149.14,$150.44,$146.71
12/15/2020,$148.36,6619794,$149.37,$149.915,$147.10
12/14/2020,$146.29,12258490,$144.90,$147.75,$143.33
12/11/2020,$144.28,25923150,$149.24,$150.27,$141.8901
12/10/2020,$155.75,7522238,$154.42,$157.85,$152.73
12/09/2020,$156.02,7947152,$158.60,$161.07,$155.55
12/08/2020,$158.80,6088312,$157.46,$159.29,$155.874
12/07/2020,$158.02,7009334,$158.55,$158.97,$156.71
12/04/2020,$157.62,12759950,$150.30,$158.09,$150.00
12/03/2020,$149.91,6355269,$151.04,$152.7739,$149.64
12/02/2020,$149.98,7800326,$150.51,$151.49,$149.62
12/01/2020,$151.26,11910500,$148.79,$152.39,$147.7943
11/30/2020,$147.17,8712502,$144.63,$147.29,$144.05
11/27/2020,$143.83,3878048,$145.49,$146.43,$143.70
11/25/2020,$144.08,6398910,$145.95,$147.49,$144.04
11/24/2020,$145.93,10807320,$143.39,$146.33,$141.11
11/23/2020,$143.82,11654920,$142.35,$147.00,$141.8801
11/20/2020,$146.03,5555858,$148.28,$149.10,$145.94
11/19/2020,$147.53,7743707,$146.561,$149.30,$145.46
11/18/2020,$147.05,12124510,$149.24,$153.33,$146.91
11/17/2020,$148.74,7438646,$149.02,$149.85,$147.1836
11/16/2020,$149.07,7598487,$145.20,$149.25,$144.55
11/13/2020,$144.26,5902150,$145.538,$146.25,$143.23
11/12/2020,$143.91,8585640,$147.57,$148.51,$143.07
11/11/2020,$147.69,10222700,$144.50,$148.09,$144.00
11/10/2020,$140.11,12019880,$140.148,$143.17,$138.53
11/09/2020,$142.61,10666300,$149.41,$149.41,$142.44
11/06/2020,$145.01,7278458,$146.01,$146.232,$143.96
11/05/2020,$145.41,27910880,$145.819,$148.80,$141.83
11/04/2020,$128.97,12608900,$129.325,$129.57,$126.07
11/03/2020,$125.45,5832837,$125.44,$126.92,$124.69
11/02/2020,$123.97,5860276,$124.50,$126.17,$122.41
10/30/2020,$123.36,7814462,$123.68,$125.245,$121.60
10/29/2020,$126.44,7053259,$122.06,$127.69,$121.89
10/28/2020,$121.58,8234821,$123.50,$123.82,$121.05
10/27/2020,$125.91,5825518,$126.51,$126.96,$125.19
10/26/2020,$126.20,6065923,$127.53,$128.67,$124.40
10/23/2020,$128.88,3943056,$128.59,$129.10,$127.10
10/22/2020,$128.38,3897002,$129.51,$129.59,$126.86
10/21/2020,$128.55,4343992,$128.04,$130.42,$126.37
10/20/2020,$128.30,4413343,$129.18,$129.33,$127.51
10/19/2020,$128.42,5765840,$130.127,$131.96,$127.70
10/16/2020,$129.03,6626992,$129.70,$130.19,$127.735
10/15/2020,$128.58,7377948,$127.30,$129.135,$126.65
10/14/2020,$129.88,13183610,$129.08,$132.42,$128.93
10/13/2020,$127.46,7605706,$127.47,$128.18,$125.40
10/12/2020,$126.69,7893835,$127.6996,$127.6996,$124.9523
10/09/2020,$124.87,11073410,$123.93,$125.89,$122.79
10/08/2020,$122.34,4757536,$124.00,$124.43,$121.84
10/07/2020,$123.03,7410347,$121.235,$123.36,$120.65
10/06/2020,$119.54,7636963,$120.45,$122.52,$119.10
10/05/2020,$120.52,5835936,$116.90,$120.65,$116.73
10/02/2020,$115.47,5834337,$116.78,$118.66,$115.43
10/01/2020,$119.52,5316766,$119.93,$120.205,$117.70
09/30/2020,$117.68,5829731,$117.50,$119.255,$116.9238
09/29/2020,$117.38,5687851,$118.14,$119.25,$117.20
09/28/2020,$118.47,9043578,$115.96,$118.7391,$114.92
09/25/2020,$114.50,11717990,$113.55,$115.75,$111.80
09/24/2020,$112.19,6848958,$109.39,$113.29,$109.24
09/23/2020,$110.57,6553322,$113.64,$113.93,$110.07
09/22/2020,$113.82,6911176,$112.61,$114.25,$110.415
09/21/2020,$111.92,8197611,$109.16,$112.14,$108.30
09/18/2020,$110.69,15443200,$115.04,$115.43,$109.80
09/17/2020,$114.88,7418146,$111.92,$115.6999,$111.00
09/16/2020,$114.56,6342106,$118.00,$118.00,$114.54
09/15/2020,$116.58,8773740,$114.94,$117.81,$114.79
09/14/2020,$113.46,5397303,$115.24,$115.43,$112.65
09/11/2020,$113.42,6740182,$113.38,$114.845,$112.40
09/10/2020,$112.44,6166312,$115.15,$115.81,$111.57
09/09/2020,$114.02,9708449,$113.48,$115.77,$112.30
09/08/2020,$109.77,10245170,$111.94,$113.88,$109.62
09/04/2020,$115.97,11064280,$115.69,$117.82,$112.38
09/03/2020,$116.43,13560800,$121.30,$121.71,$115.60
09/02/2020,$123.18,9167699,$123.26,$123.9299,$121.81
09/01/2020,$122.01,9101301,$121.08,$122.57,$119.51
08/31/2020,$119.10,9694649,$118.332,$121.06,$118.12
08/28/2020,$118.20,6280250,$116.71,$118.26,$116.17
08/27/2020,$116.02,8206185,$116.43,$118.18,$115.35
08/26/2020,$116.04,7487404,$116.25,$116.55,$115.17
08/25/2020,$115.95,6207980,$116.11,$117.10,$114.44
08/24/2020,$115.91,10235000,$114.37,$116.00,$113.27
08/21/2020,$113.00,8546881,$110.23,$113.15,$109.95
08/20/2020,$110.66,7200318,$110.00,$110.98,$109.67
08/19/2020,$111.04,7747599,$112.33,$113.47,$110.75
08/18/2020,$112.03,6387011,$112.91,$113.38,$111.52
08/17/2020,$112.18,10282990,$113.29,$114.49,$110.63
08/14/2020,$113.74,6640963,$113.30,$114.52,$112.57
08/13/2020,$113.41,9958426,$116.20,$116.20,$112.77
08/12/2020,$115.79,18672310,$110.39,$116.25,$109.65
08/11/2020,$108.83,17802960,$106.20,$112.01,$104.74
08/10/2020,$106.36,10087130,$108.60,$108.99,$105.7226
08/07/2020,$108.25,11155940,$110.01,$111.05,$106.00
08/06/2020,$111.06,6392228,$111.23,$111.36,$109.93
08/05/2020,$111.39,7970393,$111.00,$112.46,$110.08
08/04/2020,$110.95,10205400,$109.49,$111.02,$108.66
08/03/2020,$109.59,18903470,$107.40,$113.00,$107.0341
07/31/2020,$105.61,16770270,$105.66,$107.753,$104.51
07/30/2020,$107.19,42122510,$102.42,$107.69,$100.70
07/29/2020,$93.03,11453040,$92.08,$93.62,$91.74
07/28/2020,$91.45,5818417,$92.171,$92.59,$90.57
07/27/2020,$92.70,8021665,$90.023,$92.84,$89.26
07/24/2020,$88.89,9519999,$89.21,$90.29,$87.51
07/23/2020,$89.67,9438516,$92.91,$92.97,$89.2287
07/22/2020,$92.60,4366672,$92.74,$93.29,$91.67
07/21/2020,$92.31,7099738,$93.55,$93.85,$91.81
07/20/2020,$93.17,5407473,$92.192,$93.27,$91.30
07/17/2020,$92.23,5985862,$91.68,$92.455,$91.00
07/16/2020,$91.20,6178667,$91.264,$91.747,$90.68
07/15/2020,$92.55,6154056,$92.93,$92.93,$91.01
07/14/2020,$92.38,6570953,$90.86,$92.62,$89.20
07/13/2020,$91.33,7606351,$93.30,$94.125,$91.20
07/10/2020,$92.51,5687563,$93.00,$93.52,$91.56
07/09/2020,$93.25,6287666,$93.95,$93.95,$91.44
07/08/2020,$93.53,6692687,$93.27,$93.60,$92.34
07/07/2020,$92.14,6722402,$92.97,$93.55,$91.91
07/06/2020,$92.92,6933086,$93.21,$93.75,$92.10
07/02/2020,$91.87,8317278,$91.09,$92.50,$90.80
07/01/2020,$89.78,6990619,$91.01,$91.30,$89.58
06/30/2020,$91.21,9378521,$89.20,$91.93,$89.00
06/29/2020,$89.01,5870389,$88.211,$89.15,$86.68
06/26/2020,$88.02,9126471,$89.07,$89.73,$87.54
06/25/2020,$88.96,7062645,$88.70,$89.46,$87.32
06/24/2020,$89.14,8208755,$89.175,$89.83,$87.42
06/23/2020,$89.35,7778700,$90.14,$90.61,$89.11
06/22/2020,$89.13,8028040,$88.72,$89.44,$87.61
06/19/2020,$88.81,23213760,$89.87,$90.25,$87.535
06/18/2020,$89.92,5709537,$89.85,$90.49,$89.03
06/17/2020,$89.94,7620251,$90.68,$91.085,$89.30
06/16/2020,$89.52,12646620,$89.90,$90.44,$87.76
06/15/2020,$86.39,9861051,$83.67,$86.57,$83.10
06/12/2020,$85.24,10113210,$86.25,$87.14,$83.53
06/11/2020,$84.02,15241700,$88.62,$89.055,$83.91
06/10/2020,$91.01,9079720,$90.25,$92.14,$90.03
06/09/2020,$89.75,7327712,$90.23,$90.39,$89.06
06/08/2020,$91.37,9748317,$89.00,$91.50,$88.34
06/05/2020,$88.55,11882090,$88.00,$89.48,$87.82
06/04/2020,$86.04,12108970,$83.95,$86.70,$83.95
06/03/2020,$84.11,13029320,$84.95,$85.95,$83.62
06/02/2020,$84.63,13255330,$79.93,$84.8798,$79.91
06/01/2020,$79.73,6477494,$79.89,$80.48,$79.24
05/29/2020,$80.88,10562460,$78.70,$81.20,$77.90
05/28/2020,$78.11,11170860,$80.24,$81.48,$77.73
05/27/2020,$79.29,9125850,$78.27,$79.32,$76.16
05/26/2020,$78.02,10067340,$80.19,$80.57,$77.775
05/22/2020,$78.70,5530399,$78.26,$78.76,$77.29
05/21/2020,$78.00,8141452,$79.47,$80.0906,$77.8738
05/20/2020,$80.63,11379190,$79.96,$81.96,$79.69
05/19/2020,$78.09,8118408,$79.75,$80.15,$78.00
05/18/2020,$79.94,13196130,$77.27,$80.18,$77.21
05/15/2020,$75.77,29597760,$74.67,$77.70,$74.37
05/14/2020,$79.87,9956772,$77.50,$80.00,$76.47
05/13/2020,$78.00,9584756,$78.86,$79.51,$76.75
05/12/2020,$78.42,7318108,$81.29,$81.79,$78.40
05/11/2020,$80.48,6604560,$80.29,$81.27,$79.54
05/08/2020,$80.56,7891915,$79.70,$81.09,$79.36
05/07/2020,$78.83,7295662,$79.70,$80.17,$78.2601
05/06/2020,$78.87,8179660,$78.81,$80.14,$78.52
